date,units_sold,unnamed:_0,temperature_2m_mean,temperature_2m_min,temperature_2m_max,precipitation_sum,relative_humidity_2m_mean,relative_humidity_2m_max,relative_humidity_2m_min,apparent_temperature_mean,apparent_temperature_max,apparent_temperature_min
2023-10-19,0.0,292,28.168753,25.05,32.1,0.0,78.0281,94.19312,59.246635,32.482113,36.440548,29.875553
2023-10-20,0.0,293,28.495832,24.65,34.25,0.0,75.043976,99.701515,36.148483,32.460674,37.169857,29.819485
2023-10-21,0.0,294,27.835419,24.45,32.55,0.0,80.30754,99.70103,52.403667,32.0798,36.240807,29.088558
2023-10-22,0.0,295,27.97917,24.3,33.85,0.0,78.64036,98.807594,42.532158,32.30973,37.410343,29.488335
2023-10-23,0.0,296,28.00208,23.45,33.85,0.0,76.545006,99.40133,44.97311,31.930887,36.773293,28.054085
2023-10-24,0.0,297,28.535416,24.35,34.6,0.0,76.10722,99.104836,34.808365,32.346878,35.899567,29.610313
2023-10-25,0.0,298,28.170837,24.55,33.95,0.0,74.57953,98.80982,32.74479,31.477774,34.06928,29.157673
2023-10-26,0.0,299,28.170832,24.8,32.3,0.0,77.26839,92.81169,54.69868,31.870016,35.85337,29.146633
2023-10-27,0.0,300,28.483332,25.4,34.05,0.6,73.82646,95.05747,30.137896,32.287014,35.674686,30.034122
2023-10-28,0.0,301,27.606249,23.05,33.8,0.0,74.80247,98.80537,30.859838,31.24335,35.76907,27.006763
2023-10-29,0.0,302,28.37708,22.95,35.0,0.0,64.09043,98.507545,20.753609,30.393707,34.843292,26.8938
2023-10-30,0.0,303,29.564583,22.9,36.6,0.0,38.422726,77.567856,14.531625,28.574274,34.347816,21.826973
2023-10-31,0.0,304,29.941666,23.7,35.65,0.0,30.488333,46.803715,19.333307,28.550415,33.81986,22.964853
2023-11-01,0.0,305,29.347916,23.45,35.35,0.0,36.4116,62.154716,19.61424,28.423967,35.594673,22.233421
2023-11-02,0.0,306,28.908333,24.25,34.75,0.0,58.402485,89.43556,25.677055,30.152021,32.72796,26.408707
2023-11-03,0.0,307,28.027082,24.6,32.05,0.0,75.74116,91.18995,55.238823,31.873667,34.908722,28.843365
2023-11-04,0.0,308,28.043749,23.8,34.8,0.0,71.76349,98.80315,24.544872,31.152185,35.7529,28.2056
2023-11-05,0.0,309,28.2875,22.25,35.0,0.0,58.250774,94.73343,20.152632,29.54759,34.017662,24.7381
2023-11-06,0.0,310,28.266665,23.05,34.1,0.0,43.95805,67.643715,23.008535,28.00768,32.83835,22.220354
2023-11-07,0.0,311,27.549997,22.5,32.5,0.0,49.377346,67.592415,30.805983,28.149183,32.268402,22.924984
2023-11-08,0.0,312,27.520836,22.3,33.4,0.0,61.927784,86.566666,27.02868,29.318914,33.884357,24.874868
2023-11-09,0.0,313,27.677086,22.15,34.65,0.0,51.26648,88.89737,10.639723,27.598679,31.66742,21.31946
2023-11-10,0.0,314,25.947914,18.75,33.35,0.0,34.915295,53.447098,14.073014,23.93955,30.414196,16.694595
2023-11-11,0.0,315,25.210417,18.8,31.7,0.0,43.538296,61.729313,22.1534,24.19884,31.130337,17.042967
2023-11-12,0.0,316,24.4625,18.8,30.3,0.0,56.789135,83.79203,20.325445,24.492088,29.324078,19.408821
2023-11-13,0.0,317,25.825003,19.75,31.9,0.0,42.09644,88.12929,16.971807,23.923592,28.73716,17.879305
2023-11-14,0.0,318,25.70833,20.4,31.3,0.0,34.572857,50.070198,19.898396,22.760666,28.173634,17.732227
2023-11-15,0.0,319,25.327085,19.55,31.4,0.0,33.02804,52.776173,17.207153,22.591942,28.147636,17.310696
2023-11-16,0.0,320,24.791666,20.25,30.05,0.0,32.592106,50.366913,18.188711,21.393991,25.3366,17.626064
2023-11-17,0.0,321,24.539583,19.15,30.1,0.0,31.351547,47.42323,16.52147,21.907318,28.730759,16.345732
2023-11-18,0.0,322,24.414583,17.95,31.25,0.0,35.935394,50.77553,19.007381,22.332304,28.910053,15.424557
2023-11-19,0.0,323,25.308334,19.7,31.55,0.0,35.20519,50.2193,19.697784,22.237112,27.732584,16.94633
2023-11-20,0.0,324,25.939589,20.85,31.7,0.0,33.36645,49.358234,19.846918,22.78649,28.712212,17.962727
2023-11-21,0.0,325,24.102083,17.7,29.85,0.0,45.055466,68.99461,25.547518,22.84658,28.461403,15.594179
2023-11-22,0.0,326,25.9375,22.3,31.7,0.0,66.230064,90.11374,30.404707,27.66005,32.89528,24.050781
2023-11-23,0.0,327,25.564585,19.55,31.6,0.0,60.95346,94.01215,23.14546,26.013353,31.511314,21.229382
2023-11-24,0.0,328,26.612497,22.45,31.8,0.0,37.571312,50.79951,21.755009,23.197184,27.481577,19.230667
2023-11-25,0.0,329,22.03125,18.2,26.6,3.8,59.4267,78.462845,35.74329,20.376696,23.352638,17.74162
2023-11-26,0.0,330,20.739584,16.3,26.4,0.0,65.03794,80.29837,41.56549,19.992456,24.453192,15.765511
2023-11-27,0.0,331,21.143751,16.35,27.75,0.0,58.45801,79.15333,27.090313,19.789625,24.768312,14.964771
2023-11-28,0.0,332,20.954166,15.75,27.95,0.0,55.752064,79.47869,25.924051,19.335428,25.19488,14.066822
2023-11-29,0.0,333,21.602083,15.8,28.25,0.0,60.971066,83.88265,36.045334,21.392725,28.220467,14.898867
2023-11-30,0.0,334,22.677086,16.75,29.65,0.0,52.460964,80.16812,24.212606,21.488594,27.778831,15.804569
2023-12-01,0.0,335,22.599998,17.95,28.65,0.0,49.20257,66.631905,24.299927,20.34688,24.755552,16.340591
2023-12-02,0.0,336,22.470833,17.65,28.75,0.0,49.703312,71.574234,24.02817,20.138313,25.047333,15.948965
2023-12-03,0.0,337,22.012499,16.6,29.25,0.0,50.781754,71.852165,21.293163,20.52815,26.453003,15.017298
2023-12-04,0.0,338,21.712502,16.2,28.6,0.0,46.821945,68.19006,21.918589,19.507402,25.667896,14.044987
2023-12-05,0.0,339,21.525,16.25,28.2,0.0,42.563,62.66013,19.062162,18.50134,23.873922,13.901262
2023-12-06,0.0,340,21.59167,16.1,28.0,0.0,40.392838,58.068047,21.309977,18.556423,23.810204,13.540529
2023-12-07,0.0,341,20.833334,14.7,26.95,0.0,53.688366,79.88419,28.144089,19.706902,26.003849,12.142284
2023-12-08,0.0,342,22.21875,17.35,28.4,0.0,72.1965,93.10382,32.92927,23.26621,28.200165,18.314274
2023-12-09,0.0,343,20.885416,14.95,26.6,0.0,62.29929,92.14707,35.35023,20.555952,25.93515,13.726717
2023-12-10,0.0,344,21.11458,15.4,26.85,0.0,77.91362,98.40791,52.26497,22.04,27.245487,16.07933
2023-12-11,0.0,345,21.543753,16.0,27.0,0.0,70.26585,93.491295,43.53964,22.330978,28.210384,16.308067
2023-12-12,0.0,346,22.15625,16.2,28.35,0.0,46.270447,66.04041,28.007751,20.193644,25.990887,14.458946
2023-12-13,0.0,347,21.302084,15.15,27.6,0.0,47.100266,68.76056,26.77506,19.384634,25.738453,13.118557
2023-12-14,0.0,348,21.008331,14.8,27.2,0.0,46.601017,64.8538,24.713236,19.29273,25.791208,12.545801
2023-12-15,0.0,349,21.237501,15.3,27.3,0.0,62.401203,89.70409,38.65244,21.106977,28.001945,14.260023
2023-12-16,0.0,350,21.362501,15.9,26.45,0.0,56.669155,94.54012,29.981009,20.419472,26.305468,14.562523
2023-12-17,0.0,351,21.18125,16.7,26.6,0.0,35.9817,48.224133,19.221025,16.81818,21.021544,12.315659
2023-12-18,0.0,352,21.025002,16.95,26.1,0.0,34.207424,45.056393,20.82725,16.732378,21.339943,12.750942
2023-12-19,0.0,353,20.720835,15.7,26.35,0.0,32.640366,47.36023,17.706839,16.911737,22.599676,11.904802
2023-12-20,0.0,354,20.541666,14.1,27.0,0.0,35.90096,51.509357,16.195353,17.71522,24.139751,10.497179
2023-12-21,0.0,355,22.000002,16.95,27.65,0.0,34.180355,55.451775,17.213316,19.333914,25.482578,13.587744
2023-12-22,0.0,356,21.625,15.4,28.8,0.0,32.367397,51.15247,13.578733,17.88514,24.56413,12.049597
2023-12-23,0.0,357,22.704168,17.7,28.9,0.0,34.479073,47.183548,18.835392,18.405317,24.30001,13.806755
2023-12-24,0.0,358,22.083336,17.2,28.4,0.0,39.045284,54.442146,16.14307,19.354586,25.765287,13.912195
2023-12-25,0.0,359,19.90625,13.15,26.2,0.0,58.782593,91.86511,36.964058,19.11722,25.893042,10.991808
2023-12-26,0.0,360,21.637499,15.95,28.9,0.0,51.208313,93.236435,22.047096,19.697752,25.641815,14.397102
2023-12-27,0.0,361,21.57708,16.0,27.95,0.0,41.83155,59.03902,23.4362,18.548674,24.075985,13.283802
2023-12-28,0.0,362,21.427084,15.35,28.15,0.0,41.756683,64.63183,17.881655,19.138342,25.778877,12.26907
2023-12-29,0.0,363,21.820831,16.65,28.3,0.0,39.139103,53.040585,22.73679,18.83097,24.975351,13.345892
2023-12-30,0.0,364,20.660416,14.9,27.5,0.0,43.859104,65.76062,22.981035,17.906275,24.265518,12.727482
2023-12-31,0.0,365,20.195833,14.65,26.95,0.0,49.406143,68.428215,24.633152,18.309662,24.869379,12.525324
2024-01-01,0.0,366,19.608332,14.35,25.5,0.0,64.13511,81.61937,44.83904,19.069624,26.025871,12.923754
2024-01-02,0.0,367,20.754166,16.5,25.65,0.0,54.982624,93.29145,41.56068,19.620687,25.479795,14.532034
2024-01-03,0.0,368,19.899998,15.65,25.0,0.0,44.976284,61.49056,26.99536,16.699327,21.48268,12.326645
2024-01-04,0.0,369,19.304167,14.05,24.8,0.0,52.27383,71.858376,33.794147,17.261099,24.420607,11.704432
2024-01-05,0.0,370,19.733332,15.6,25.15,0.0,52.982075,70.726585,35.69364,16.852232,22.178682,12.844093
2024-01-06,0.0,371,19.147917,14.4,25.5,0.0,51.740906,69.307495,29.833704,16.114729,22.000025,11.473768
2024-01-07,0.0,372,19.177084,14.05,24.6,0.0,55.031544,70.56881,38.183346,17.463135,24.094719,11.62406
2024-01-08,0.0,373,18.977083,14.4,24.95,0.0,48.374485,68.63918,22.62766,15.53366,20.612999,11.791496
2024-01-09,0.0,374,18.262503,12.9,25.2,0.0,45.73245,71.18543,20.013124,15.098999,21.445963,9.925632
2024-01-10,0.0,375,17.824999,10.95,24.95,0.0,50.0092,73.24549,25.533125,15.736785,23.68991,8.07473
2024-01-11,0.0,376,18.4125,11.35,25.35,0.0,49.957867,87.14032,22.685371,16.464228,24.038176,8.452029
2024-01-12,0.0,377,18.425001,11.55,24.6,0.0,76.12682,93.33777,42.127853,18.342245,24.352606,10.453285
2024-01-13,0.0,378,20.460417,14.9,25.35,0.0,79.58298,97.45369,54.790264,21.640726,26.727566,15.059227
2024-01-14,0.0,379,19.535416,14.1,23.7,0.0,71.84568,93.11646,51.08689,19.627602,23.30903,12.994371
2024-01-15,0.0,380,22.197916,18.75,26.4,0.0,78.117805,93.40446,56.109993,23.357475,26.579626,19.828014
2024-01-16,0.0,381,22.079168,18.25,27.1,0.0,57.960358,96.00902,33.061775,20.964968,25.452183,16.582342
2024-01-17,0.0,382,20.620832,15.15,27.0,0.0,51.611988,69.45667,25.97658,18.903238,24.778837,13.099276
2024-01-18,0.0,383,20.041668,14.2,25.95,0.0,48.909805,82.7282,25.782259,18.178055,23.980486,11.77602
2024-01-19,0.0,384,20.43125,16.15,24.4,0.5,78.01406,93.52764,61.97978,21.413185,25.12743,16.944296
2024-01-20,0.0,385,21.116667,16.25,26.6,0.0,62.344936,95.940865,30.791334,20.501595,24.9476,15.777372
2024-01-21,0.0,386,20.183332,15.65,24.45,0.0,66.33785,89.09015,43.62902,20.051157,24.269648,14.529861
2024-01-22,0.0,387,20.608332,15.45,26.1,0.0,68.65299,95.3259,31.606205,20.539938,25.70714,15.653465
2024-01-23,0.0,388,18.764582,12.05,24.7,0.0,59.86677,84.2175,35.807755,17.566273,23.332722,10.586854
2024-01-24,0.0,389,19.135418,13.3,24.0,0.0,69.988625,88.465225,43.70031,18.91095,24.395576,11.541337
2024-01-25,0.0,390,20.214584,13.95,26.0,0.0,60.17767,95.329414,33.439545,18.858305,24.27386,12.173016
2024-01-26,0.0,391,20.49375,15.5,26.0,0.0,50.28783,66.55878,33.7088,18.253027,24.302906,13.073048
2024-01-27,0.0,392,19.41875,12.9,24.25,0.0,65.822205,85.34839,46.7037,18.77567,23.084208,11.909689
2024-01-28,0.0,393,22.766668,18.05,27.45,0.4,75.49949,93.29397,50.617886,23.861265,27.721523,19.193487
2024-01-29,0.0,394,22.106253,18.75,25.35,0.8000001,80.97571,96.01649,60.05532,23.98697,26.488897,20.564716
2024-01-30,0.0,395,22.735418,20.1,26.4,0.3,79.574066,91.75465,53.764374,24.27437,26.915041,22.099455
2024-01-31,0.0,396,22.856253,16.0,29.75,0.0,62.92869,99.36705,15.895283,22.662453,27.894424,16.322643
2024-02-01,0.0,397,23.195833,20.2,26.6,0.0,73.25643,90.049576,51.28274,25.161032,28.100681,22.59372
2024-02-02,0.0,398,21.864584,18.0,25.95,3.1999998,76.34338,97.86007,54.030186,22.038034,25.892443,16.807373
2024-02-03,0.0,399,22.84167,19.6,26.5,1.2,79.5523,96.947334,51.01986,24.3231,26.091728,21.741718
2024-02-04,0.0,400,21.400002,17.55,25.05,0.0,77.29381,95.972885,58.652683,22.401262,26.390945,18.402163
2024-02-05,0.0,401,21.481253,17.35,25.45,0.1,73.05012,90.625465,50.883747,22.156607,26.133223,17.818682
2024-02-06,0.0,402,22.516668,18.9,26.95,0.0,60.316944,87.34205,33.537647,22.015875,25.629017,17.61779
2024-02-07,0.0,403,20.762499,16.85,25.95,0.0,44.21361,65.23683,21.276236,17.979273,22.692411,14.520357
2024-02-08,0.0,404,19.404167,12.45,26.3,0.0,55.20477,81.187256,21.139223,17.873804,23.537115,10.662681
2024-02-09,0.0,405,21.299997,16.6,27.4,0.0,66.49411,93.82729,31.260124,21.151018,27.380102,17.151173
2024-02-10,0.0,406,21.385416,15.25,28.15,0.0,41.02221,66.505684,14.140852,19.071295,25.074186,12.733698
2024-02-11,0.0,407,21.543753,16.8,27.1,0.0,38.90481,51.49599,18.743221,19.051998,26.102737,14.04361
2024-02-12,0.0,408,21.235415,16.7,26.55,0.0,45.950726,84.11574,23.388441,19.653086,24.089945,14.732712
2024-02-13,0.0,409,21.250002,15.2,27.7,0.0,49.84531,88.66413,16.360292,19.766415,26.188858,12.913105
2024-02-14,0.0,410,21.35417,14.9,28.2,0.0,54.298634,81.38715,23.609926,20.331228,28.207706,12.941025
2024-02-15,0.0,411,22.2125,14.75,30.35,0.0,39.578552,67.852234,10.164801,19.734701,28.253181,11.83371
2024-02-16,0.0,412,21.981253,14.5,29.5,0.0,45.97797,87.46799,18.714462,20.265455,27.86515,11.931124
2024-02-17,0.0,413,23.081253,19.55,26.75,0.0,74.13285,88.78266,53.02705,23.013807,25.84666,20.329485
2024-02-18,0.0,414,24.679163,22.55,28.4,0.0,75.76213,92.943726,45.211887,24.690338,26.482925,23.62196
2024-02-19,0.0,415,23.516668,20.7,26.6,0.0,75.02828,94.93667,53.548794,24.375221,26.884336,22.349483
2024-02-20,0.0,416,23.391665,20.15,27.15,0.0,69.67062,86.90632,43.270958,23.442202,25.869368,21.09594
2024-02-21,0.0,417,23.210417,17.85,29.25,0.0,40.472546,95.39039,4.9215,20.604015,24.657528,15.374302
2024-02-22,0.0,418,20.904165,13.7,28.3,0.0,37.375813,65.68783,9.397093,18.419237,25.830385,10.927621
2024-02-23,0.0,419,22.335417,15.45,29.85,0.0,53.73299,83.95228,11.327139,21.332312,28.677597,15.11788
2024-02-24,0.0,420,22.793749,15.75,29.25,0.0,39.979706,82.423096,11.247305,19.82566,24.858639,15.200943
2024-02-25,0.0,421,23.318748,18.95,29.45,0.0,29.460989,51.296745,16.243137,17.921453,24.723085,13.0939045
2024-02-26,0.0,422,21.460417,16.45,27.65,0.0,46.501118,63.489338,28.198599,16.882711,23.230803,11.3808
2024-02-27,0.0,423,22.972918,17.2,29.2,0.0,41.16811,59.1311,23.572203,19.96046,26.689661,14.266563
2024-02-28,0.0,424,24.00625,17.7,30.3,0.0,42.442165,62.939537,20.765747,22.408232,28.785412,15.764595
2024-02-29,0.0,425,21.34375,18.95,25.0,7.4,72.284035,89.378334,51.215652,21.9919,25.750977,18.100903
2024-03-01,0.0,426,17.552082,14.6,20.1,0.0,50.229282,93.63025,31.505964,13.714162,22.235483,9.265613
2024-03-02,0.0,427,16.016666,11.15,21.7,0.0,39.21291,58.26849,21.608154,11.780925,18.196238,6.1400566
2024-03-03,0.0,428,17.460417,10.0,24.2,0.0,46.297413,78.96134,18.125095,14.933022,22.355207,7.612793
2024-03-04,0.0,429,19.935415,13.5,26.2,0.0,28.79998,47.946285,13.754068,15.961338,22.546165,9.377628
2024-03-05,0.0,430,20.360418,14.75,25.6,0.0,36.719585,59.90981,19.874477,17.620699,23.952707,11.474568
2024-03-06,0.0,431,22.518751,17.7,27.85,0.0,57.365154,80.30343,31.67647,21.985872,28.699791,17.19263
2024-03-07,0.0,432,22.79583,17.3,28.3,0.0,48.550823,80.180725,22.934795,21.45189,26.539429,16.826323
2024-03-08,0.0,433,23.306252,17.1,29.7,0.0,40.285164,67.29481,18.296007,21.23464,27.91055,14.662245
2024-03-09,0.0,434,21.75,18.95,25.9,2.1999998,49.55812,73.322044,25.948978,20.286623,22.971285,17.493721
2024-03-10,0.0,435,22.685417,18.6,27.15,0.0,70.729515,93.76253,51.351994,23.38001,27.896301,18.495687
2024-03-11,0.0,436,23.089582,19.1,27.55,0.0,81.85854,99.37834,58.49252,25.061434,30.37938,21.813797
2024-03-12,0.0,437,24.90625,20.95,31.2,0.0,57.491703,92.58424,16.458895,23.731009,28.645947,21.19136
2024-03-13,0.0,438,23.59583,18.15,29.35,0.0,29.824594,56.93425,16.091635,20.206713,28.513783,12.660013
2024-03-14,0.0,439,24.44375,17.75,32.0,0.0,35.830784,65.248055,11.0335655,22.092882,30.850368,13.88225
2024-03-15,0.0,440,24.939583,17.8,30.9,0.0,35.81571,63.54844,14.66201,22.539856,29.36441,16.293898
2024-03-16,0.0,441,26.516668,19.35,34.0,0.0,28.88124,48.14483,13.476046,23.849197,32.647633,15.982737
2024-03-17,0.0,442,26.485415,19.4,32.75,0.0,36.52535,61.072357,15.350111,24.770185,31.268982,17.614248
2024-03-18,0.0,443,26.61458,20.8,34.75,0.0,55.814793,84.28173,17.095451,26.636282,32.52291,21.360357
2024-03-19,0.0,444,25.816666,19.8,33.05,0.0,66.45222,90.81496,34.563152,27.332533,34.10814,21.69991
2024-03-20,0.0,445,26.64167,22.25,33.2,0.0,53.18439,80.37881,21.592014,26.186708,30.76873,23.177147
2024-03-21,0.0,446,26.297915,23.05,31.75,0.0,69.77488,91.89343,45.254375,27.406584,32.654697,23.3791
2024-03-22,0.0,447,25.933334,22.75,30.7,0.0,80.66752,96.12603,53.38,28.545975,32.63507,25.890427
2024-03-23,0.0,448,26.745832,23.4,31.5,0.0,72.82383,94.42783,46.46633,28.724442,32.087265,26.433466
2024-03-24,0.0,449,27.085417,22.6,33.15,0.0,67.36457,90.13852,41.80252,28.99119,35.171135,25.262346
2024-03-25,0.0,450,27.625,23.3,34.4,0.0,66.26153,87.059586,28.798607,29.295053,33.876587,26.288124
2024-03-26,0.0,451,26.954165,23.5,31.7,0.0,72.98045,95.57615,49.85297,29.141394,33.114414,26.872158
2024-03-27,0.0,452,27.685417,23.45,34.6,0.0,55.99547,86.14401,18.52727,27.584337,32.033287,25.499413
2024-03-28,0.0,453,25.275002,22.15,29.15,0.0,67.61816,87.36965,42.325916,26.161924,29.127026,24.530691
2024-03-29,0.0,454,25.3125,22.25,29.15,0.0,70.882225,89.28018,49.63156,25.932114,28.962109,23.762745
2024-03-30,0.0,455,27.085417,21.3,33.7,0.0,54.43652,92.89475,13.9265175,27.312355,32.93479,24.174328
2024-03-31,0.0,456,25.943748,20.7,31.8,0.0,61.74589,87.539154,28.176579,26.780764,32.55991,22.423626
2024-04-01,0.0,457,26.214582,22.95,30.25,0.0,72.033936,89.637825,43.97836,27.788465,30.832943,25.530201
2024-04-02,0.0,458,26.108332,23.0,30.0,0.0,78.41455,93.87967,56.80575,28.530771,32.08087,25.815495
2024-04-03,0.0,459,26.670832,22.95,32.05,0.0,67.35483,96.45215,35.396885,27.862043,31.562248,26.086468
2024-04-04,0.0,460,27.249998,24.45,31.4,0.0,58.08662,75.19256,31.962208,27.277037,30.246109,25.47474
2024-04-05,0.0,461,26.708334,23.7,30.8,0.0,60.262253,86.21159,29.090044,26.983057,30.552963,23.61859
2024-04-06,0.0,462,26.412497,21.65,32.0,0.0,75.76427,95.79959,47.0498,28.789782,34.04083,24.708035
2024-04-07,0.0,463,27.175001,21.55,34.7,0.0,67.951294,95.26492,30.300394,29.247551,36.011482,24.124043
2024-04-08,0.0,464,27.85417,22.15,35.05,0.0,56.544514,82.90782,22.880886,28.159445,33.847183,23.45813
2024-04-09,0.0,465,26.564585,22.95,32.2,0.0,76.03922,91.840675,42.887196,29.099546,33.462627,25.622326
2024-04-10,0.0,466,26.25,22.35,31.25,0.0,80.13264,98.79325,53.823097,29.87381,34.717968,25.948568
2024-04-11,0.0,467,26.960417,23.0,33.6,0.0,76.708405,97.90125,36.16721,29.71055,35.04807,26.14016
2024-04-12,0.0,468,27.877085,25.0,32.0,0.0,77.64754,95.33709,54.5562,31.573067,35.279236,29.396317
2024-04-13,0.0,469,26.572922,24.5,29.45,3.4,80.48408,99.701164,57.025684,30.846556,33.283306,28.668674
2024-04-14,0.0,470,26.360415,23.15,30.3,0.0,75.96432,90.5621,56.008427,29.58003,34.49645,26.426632
2024-04-15,0.0,471,28.070833,23.65,33.9,0.0,73.07373,95.003105,40.474422,31.389254,36.27981,27.638897
2024-04-16,0.0,472,28.8375,24.6,33.85,0.0,56.50882,78.44039,31.511187,30.884855,36.03619,27.898853
2024-04-17,0.0,473,27.200005,25.3,29.7,0.5,78.0818,87.37317,67.18314,30.149908,33.006905,27.755768
2024-04-18,0.0,474,26.681246,24.15,29.75,0.0,70.64142,87.56394,51.85678,27.376162,29.808792,25.265411
2024-04-19,0.0,475,27.733337,24.6,32.75,0.0,66.09053,86.80462,32.416046,28.841516,32.454636,26.740858
2024-04-20,0.0,476,27.508337,24.3,31.45,0.0,71.59823,91.355705,48.089878,29.304886,32.17811,27.57759
2024-04-21,0.0,477,27.533333,24.7,31.95,0.0,75.61791,92.212074,49.43142,29.572075,33.16476,26.692673
2024-04-22,0.0,478,27.3125,24.4,31.8,0.0,78.67361,94.74302,53.51428,30.243444,34.206707,27.689354
2024-04-23,0.0,479,27.31875,24.2,31.75,0.0,78.26442,95.31324,53.831078,30.395319,34.550358,27.647484
2024-04-24,0.0,480,27.372917,24.1,31.6,0.0,79.11291,96.75316,53.464558,30.178856,33.408405,28.129002
2024-04-25,0.0,481,28.079165,25.4,31.8,0.0,75.21223,93.37201,55.17804,30.43799,33.69867,28.597496
2024-04-26,0.0,482,27.733337,24.3,32.0,0.0,76.62962,95.606834,50.8122,30.691965,34.412064,28.154938
2024-04-27,0.0,483,28.406248,24.6,33.9,0.0,74.881996,95.89889,44.986404,31.253645,36.055862,28.077824
2024-04-28,0.0,484,30.610415,25.65,37.4,0.0,41.89177,84.86936,10.7643795,29.427755,34.54341,24.930614
2024-04-29,0.0,485,30.716661,24.95,38.05,0.0,36.644287,66.072586,6.111496,28.572329,33.354073,25.149866
2024-04-30,0.0,486,29.61458,23.65,36.75,0.0,21.005703,65.78534,5.2458806,25.657427,32.46136,18.096077
2024-05-01,0.0,487,28.750002,21.95,36.35,0.0,55.115185,92.91801,8.65775,29.69073,36.31275,23.445597
2024-05-02,0.0,488,29.064585,26.0,33.05,0.0,71.00779,94.52017,38.190647,31.312662,35.233486,29.616592
2024-05-03,0.0,489,29.085417,26.6,33.45,0.0,69.64033,87.24759,39.847897,30.883547,33.035946,28.992287
2024-05-04,0.0,490,28.799997,25.9,32.65,0.0,74.13065,92.83231,53.060863,31.524084,34.302055,28.906464
2024-05-05,0.0,491,29.983335,26.6,35.1,0.0,65.535835,82.04283,40.29689,32.37397,36.302834,28.939571
2024-05-06,0.0,492,30.074999,26.75,35.0,0.0,67.085434,91.00074,42.05539,33.095264,36.833168,28.974922
2024-05-07,0.0,493,29.556252,25.95,34.85,0.0,77.84896,97.36769,48.38221,33.99693,38.69401,31.17564
2024-05-08,0.0,494,29.574997,26.4,34.35,0.0,79.95701,96.52674,53.494095,34.234364,38.77961,31.236965
2024-05-09,0.0,495,29.254166,26.6,33.05,0.0,78.30137,95.10388,59.285427,34.027157,38.01713,32.10097
2024-05-10,0.0,496,29.185411,25.6,32.3,0.0,75.90905,96.206345,60.193165,33.751728,36.92018,31.85561
2024-05-11,0.0,497,29.537497,26.15,33.05,0.0,77.1311,93.679375,60.90648,34.443752,37.980373,31.907925
2024-05-12,0.0,498,29.20417,25.8,32.95,0.0,79.367096,98.52842,61.921238,34.312912,39.090286,32.15747
2024-05-13,0.0,499,29.060417,24.9,33.35,0.0,75.70573,98.23311,53.085667,33.625233,37.938793,29.935966
2024-05-14,0.0,500,30.5625,26.3,36.6,0.0,67.246086,95.660934,32.531357,34.004406,37.991486,31.567791
2024-05-15,0.0,501,30.049997,26.15,35.15,0.0,70.02965,93.68624,38.71245,33.514484,36.83348,30.437424
2024-05-16,0.0,502,30.831251,26.4,36.25,0.0,69.01661,95.10921,35.0929,34.232235,38.129143,31.136509
2024-05-17,0.0,503,31.291664,26.5,38.05,0.0,67.3496,94.81503,23.720427,34.435215,36.73635,31.960258
2024-05-18,0.0,504,30.089584,26.35,34.1,0.0,75.406784,95.68136,52.63117,34.322346,37.265785,31.722988
2024-05-19,0.0,505,30.902077,28.1,34.6,0.0,75.637886,92.94423,54.028572,35.1817,37.716484,33.662872
2024-05-20,0.0,506,31.339584,27.45,36.0,0.0,73.878975,92.66608,49.0824,35.721836,39.823223,32.771294
2024-05-21,0.0,507,31.543753,28.45,35.95,0.0,70.752884,86.90906,50.304085,35.45518,39.16922,33.18477
2024-05-22,0.0,508,30.920837,27.6,34.85,0.0,74.20597,92.38552,58.27062,35.31262,39.08579,32.28702
2024-05-23,0.0,509,30.704165,27.8,34.65,0.0,76.94267,93.49685,54.870094,35.2487,38.892075,31.988018
2024-05-24,0.0,510,30.683329,27.6,34.25,0.0,79.127266,95.70009,61.353634,35.8933,39.237217,33.368214
2024-05-25,0.0,511,30.927086,28.1,34.85,0.0,77.39103,91.6103,57.092262,35.58569,38.944897,33.161694
2024-05-26,0.0,512,30.929163,27.95,34.55,0.0,78.1646,95.14793,60.69652,35.002316,38.108242,32.821358
2024-05-27,0.0,513,31.202082,28.5,34.7,0.0,75.18298,89.76515,58.78098,34.538128,37.792606,32.466217
2024-05-28,0.0,514,32.84583,28.8,41.45,0.0,63.51076,85.393036,19.38901,34.831646,40.010693,30.807869
2024-05-29,0.0,515,32.897915,28.35,41.55,0.0,67.571144,93.52234,26.291153,36.819714,43.415783,32.65791
2024-05-30,0.0,516,30.799997,28.0,35.3,0.0,79.485504,93.51773,55.02693,36.032948,40.418003,33.56878
2024-05-31,0.0,517,31.922915,27.9,38.25,0.0,68.412834,91.87105,23.122875,36.17258,40.504818,33.503498
2024-06-01,0.0,518,30.456247,28.15,33.4,0.0,78.43324,92.14981,62.4447,35.61125,38.56005,34.26563
2024-06-02,0.0,519,30.012497,27.9,32.8,0.0,74.37914,89.17494,59.406696,34.039963,36.71505,32.183838
2024-06-03,0.0,520,30.020836,27.8,32.65,0.0,72.06011,86.04289,57.596863,32.573322,34.65753,31.417023
2024-06-04,0.0,521,30.168755,28.15,32.6,0.0,70.69656,84.05385,57.74776,32.176056,33.84712,30.870739
2024-06-05,0.0,522,30.435411,28.35,32.95,0.6,74.26458,84.331024,62.544563,33.681362,35.39086,31.585617
